year,sex,region,e0_actual,e0_expected_avg,e0_expected_q050,e0_expected_q950,e0_deficit_avg,e0_deficit_q050,e0_deficit_q950,year_int,e0_deficit_pval,region_code_iso3166_2_alpha3,country_code_iso3166_1,country_code_iso3166_1_alpha3,region_code_stmf,calendar_stmf,region_code_hmd,region_code_wpp,region_code_coverage,region_name_en,region_name_de,region_name_short,region_level,country_name,hemisphere,continent,group,label
2022,Female,LT,80.373383,81.578649,80.954156,82.303829,-1.205267,-1.911962,-0.560481,2022,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2023,Female,LT,81.667782,81.770886,80.881961,82.620154,-0.103103,-0.908188,0.751066,2023,0.416,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2024,Female,LT,81.705589,81.941281,81.034272,82.779836,-0.235691,-1.120632,0.739616,2024,0.332,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020-2024,Female,LT,80.494392,81.582016,80.958352,82.185836,-1.087624,-1.693514,-0.467317,NA,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020,Total,LT,75.321971,76.618444,76.019455,77.155103,-1.296473,-1.859699,-0.689076,2020,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2021,Total,LT,74.362064,76.793816,76.074369,77.506112,-2.431752,-3.154662,-1.682912,2021,0,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2022,Total,LT,76.072453,76.978536,76.075098,77.873125,-0.906084,-1.849427,0.028531,2022,0.052,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2023,Total,LT,77.370718,77.134695,76.076033,78.091847,0.236022,-0.758941,1.342397,2023,1,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2024,Total,LT,77.534757,77.308932,76.117692,78.436755,0.225825,-0.897376,1.403768,2024,1,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020-2024,Total,LT,76.076446,76.962375,76.256709,77.736323,-0.88593,-1.641056,-0.152243,NA,0.028,LTU,LT,LTU,LTU,iso_week_date,LTU,440,Lithuania,Lithuania,Litauen,LTU,0,Lithuania,n,Europe,B Second wave peak,B Second wave peak Lithuania
2020,Male,LU,80.001404,80.100008,79.220601,80.933073,-0.098605,-0.989526,0.808989,2020,0.4,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2021,Male,LU,80.592611,80.342901,79.058198,81.593065,0.249711,-1.113139,1.556574,2021,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2022,Male,LU,80.613857,80.612031,78.964861,82.054312,0.001826,-1.611085,1.743216,2022,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2023,Male,LU,81.843349,80.838086,78.883174,82.383739,1.005263,-0.671621,2.905103,2023,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2024,Male,LU,81.013322,81.077496,78.96798,82.889113,-0.064173,-1.900134,2.02715,2024,0.424,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020-2024,Male,LU,80.788092,80.593916,79.223665,81.873057,0.194176,-1.083201,1.595101,NA,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020,Female,LU,84.410069,84.918089,84.025951,85.694882,-0.50802,-1.38094,0.42574,2020,0.16,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2021,Female,LU,84.765287,85.146149,83.771424,86.266147,-0.380863,-1.501809,0.938218,2021,0.28,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2022,Female,LU,85.264384,85.291103,83.847593,86.726331,-0.026719,-1.51341,1.591634,2022,0.468,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2023,Female,LU,84.833396,85.398904,83.819571,87.187682,-0.565508,-2.389838,1.154461,2023,0.312,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2024,Female,LU,85.65469,85.606375,83.527385,87.443056,0.048315,-1.722525,2.093978,2024,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020-2024,Female,LU,84.978931,85.267619,84.023012,86.47613,-0.288688,-1.522016,0.97779,NA,0.332,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020,Total,LU,82.189714,82.49612,81.920302,83.152052,-0.306406,-0.904163,0.346601,2020,0.224,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2021,Total,LU,82.665106,82.725154,81.747844,83.604269,-0.060048,-0.989254,0.93222,2021,0.448,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2022,Total,LU,82.92044,82.930013,81.826235,84.00048,-0.009573,-1.167597,1.209538,2022,0.472,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2023,Total,LU,83.332101,83.09487,81.7125,84.148236,0.237231,-0.89765,1.669972,2023,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2024,Total,LU,83.323249,83.308891,81.903333,84.535014,0.014357,-1.25086,1.445776,2024,1,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020-2024,Total,LU,82.883936,82.912463,81.914258,83.840325000000007,-0.028527,-0.912345,0.895507,NA,0.484,LUX,LU,LUX,LUX,iso_week_date,LUX,442,Luxembourg,Luxembourg,Luxemburg,LUX,0,Luxembourg,n,Europe,A First wave peak,A First wave peak Luxembourg
2020,Male,LV,70.999355,71.291898,70.607024,72.036507,-0.292543,-1.008818,0.426563,2020,0.24,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2021,Male,LV,68.534922,71.612684,70.659314,72.576086,-3.077762,-4.06673,-2.06248,2021,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2022,Male,LV,69.748846,71.892858,70.68601,73.020782,-2.144012,-3.330841,-0.930762,2022,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2023,Male,LV,70.877603,72.152416,70.683374,73.412631,-1.274813,-2.567197,0.168928,2023,0.068,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2024,Male,LV,72.169169,72.462396,70.922116,73.758442,-0.293227,-1.60986,1.30291,2024,0.364,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020-2024,Male,LV,70.405052,71.871743,70.827411,72.78324,-1.46669,-2.377058,-0.44286,NA,0.008,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020,Female,LV,80.162077,80.588003,80.060106,81.124049,-0.425926,-0.98934,0.172925,2020,0.12,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2021,Female,LV,77.952197,80.801913,80.077414,81.489398,-2.849717,-3.592746,-2.105936,2021,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2022,Female,LV,79.317622,81.023503,80.152204,81.828351,-1.705881,-2.569784,-0.751225,2022,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2023,Female,LV,80.497144,81.248699,80.18495,82.182435,-0.751555,-1.719539,0.296702,2023,0.124,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2024,Female,LV,81.249233,81.456557,80.295003,82.516499,-0.207323,-1.278563,0.972608,2024,0.328,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020-2024,Female,LV,79.779068,81.015103,80.240896,81.672505,-1.236035,-1.894746,-0.436156,NA,0.004,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020,Total,LV,75.749892,76.124894,75.60961,76.632916,-0.375002,-0.918749,0.121125,2020,0.112,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2021,Total,LV,73.280171,76.397421,75.686417,77.102636,-3.11725,-3.882533,-2.440472,2021,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2022,Total,LV,74.604867,76.65121,75.802672,77.47881,-2.046344,-2.877356,-1.206258,2022,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2023,Total,LV,75.79033,76.891215,75.909082,77.70629,-1.100885,-1.98593,-0.12876,2023,0.036,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2024,Total,LV,76.860362,77.148571,76.059559,78.067331,-0.288209,-1.25145,0.803957,2024,0.32,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020-2024,Total,LV,75.198551,76.633661,75.949668,77.304251,-1.435111,-2.14442,-0.747187,NA,0,LVA,LV,LVA,LVA,iso_week_date,LVA,428,Latvia,Latvia,Lettland,LVA,0,Latvia,n,Europe,B Second wave peak,B Second wave peak Latvia
2020,Male,NL,79.634418,80.752726,80.459949,81.033475,-1.118308,-1.406736,-0.811203,2020,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2021,Male,NL,79.688315,80.979082,80.570929,81.398447,-1.290767,-1.679955,-0.861895,2021,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2022,Male,NL,80.103341,81.223935,80.70958,81.741453,-1.120595,-1.6402,-0.607173,2022,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2023,Male,NL,80.329613,81.480814,80.871366,82.102196,-1.151201,-1.770536,-0.497219,2023,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2024,Male,NL,80.550955,81.71505,80.982392,82.324946,-1.164095,-1.778522,-0.428745,2024,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020-2024,Male,NL,80.065863,81.233897,80.787201,81.674477,-1.168034,-1.604082,-0.711337,NA,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020,Female,NL,83.076978,83.700114,83.401536,83.989377,-0.623136,-0.934474,-0.306285,2020,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2021,Female,NL,82.980296,83.852983,83.414671,84.303072,-0.872687,-1.327168,-0.444377,2021,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2022,Female,NL,83.096047,84.008116,83.515689,84.487456,-0.912069,-1.394842,-0.42433,2022,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2023,Female,NL,83.364439,84.175636,83.646353,84.739476,-0.811197,-1.364022,-0.278525,2023,0.016,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2024,Female,NL,83.369194,84.320815,83.769151,84.923901,-0.951621,-1.568661,-0.357374,2024,0.016,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020-2024,Female,NL,83.180358,84.012779,83.581899,84.423298,-0.832421,-1.251598,-0.39311,NA,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020,Total,NL,81.371425,82.267824,82.049114,82.475104,-0.896398,-1.099135,-0.674484,2020,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2021,Total,NL,81.351871,82.456291,82.175612,82.748611,-1.10442,-1.386359,-0.819172,2021,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2022,Total,NL,81.623026,82.65527,82.334511,82.984481,-1.032244,-1.386364,-0.709096,2022,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2023,Total,NL,81.868877,82.866767,82.470508,83.263899,-0.99789,-1.417641,-0.589721,2023,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2024,Total,NL,81.984767,83.055301,82.592104,83.484616,-1.070534,-1.524873,-0.600225,2024,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020-2024,Total,NL,81.644343,82.66311,82.373665,82.964904,-1.018768,-1.324268,-0.730093,NA,0,NLD,NL,NLD,NLD,iso_week_date,NLD,528,Netherlands,Netherlands,Niederlande,NLD,0,Netherlands,n,Europe,D Prolonged depression,D Prolonged depression Netherlands
2020,Male,NO,81.512702,81.529941,81.144217,81.84371,-0.017239,-0.360861,0.390617,2020,0.456,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2021,Male,NO,81.534386,81.788995,81.30828,82.204963,-0.254609,-0.69796,0.254279,2021,0.164,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2022,Male,NO,81.132416,82.021685,81.475604,82.519938,-0.889269,-1.404724,-0.33406,2022,0.004,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2023,Male,NO,81.292758,82.240702,81.596585,82.824198,-0.947945,-1.541421,-0.335679,2023,0.004,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2024,Male,NO,81.538677,82.471232,81.788479,83.096473,-0.932555,-1.561804,-0.230522,2024,0.008,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020-2024,Male,NO,81.398883,82.015217,81.53825,82.417109,-0.616334,-1.042657,-0.111527,NA,0.012,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020,Female,NO,84.876514,84.75722,84.461079,85.065364,0.119293,-0.234603,0.457562,2020,1,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2021,Female,NO,84.775468,84.932576,84.489668,85.381862,-0.157108,-0.606612,0.306711,2021,0.288,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2022,Female,NO,84.349304,85.072402,84.526597,85.563474,-0.723099,-1.218228,-0.202581,2022,0.02,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2023,Female,NO,84.683979,85.21856,84.636723,85.780301,-0.534581,-1.075517,0.040798,2023,0.068,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2024,Female,NO,84.792454,85.354422,84.692612,86.029133,-0.561968,-1.235001,0.136702,2024,0.092,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020-2024,Female,NO,84.690819,85.068323,84.670878,85.490821,-0.377503,-0.806633,0.042742,NA,0.068,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020,Total,NO,83.211102,83.165261,82.922251,83.381668,0.045841,-0.170614,0.323809,2020,1,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2021,Total,NO,83.164701,83.38003,83.066618,83.648774,-0.215329,-0.533972,0.134595,2021,0.144,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2022,Total,NO,82.742221,83.565852,83.198402,83.932335,-0.823631,-1.210756,-0.440207,2022,0,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2023,Total,NO,82.990312,83.749392,83.349515,84.180597,-0.75908,-1.214313,-0.353659,2023,0.004,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2024,Total,NO,83.168192,83.931931,83.497081,84.399427,-0.763739,-1.226807,-0.33544,2024,0,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020-2024,Total,NO,83.051574,83.561849,83.236306,83.863193,-0.510275,-0.828015,-0.178914,NA,0.004,NOR,NO,NOR,NOR,iso_week_date,NOR,578,Norway,Norway,Norwegen,NOR,0,Norway,n,Europe,C Late peak,C Late peak Norway
2020,Male,PL,72.561673,74.261158,73.822361,74.633802,-1.699485,-2.097959,-1.249103,2020,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2021,Male,PL,71.642477,74.501768,73.883385,75.08861,-2.859291,-3.453404,-2.218156,2021,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2022,Male,PL,73.443442,74.738372,74.050245,75.55423,-1.29493,-2.093842,-0.579089,2022,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2023,Male,PL,74.64595,74.936345,74.153294,75.744767,-0.290395,-1.076955,0.470923,2023,0.316,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2024,Male,PL,74.726164,75.156671,74.30095,76.033768,-0.430508,-1.320612,0.422465,2024,0.228,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020-2024,Male,PL,73.362206,74.719387,74.127632,75.340271,-1.357181,-1.972332,-0.764762,NA,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020,Female,PL,80.724875,81.924622,81.574935,82.289429,-1.199747,-1.553007,-0.834729,2020,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2021,Female,PL,79.581998,82.112193,81.610017,82.570029,-2.530195,-2.991517,-2.016179,2021,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2022,Female,PL,81.145339,82.322991,81.673142,82.948913,-1.177652,-1.776593,-0.553587,2022,0.004,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2023,Female,PL,82.021824,82.49339,81.735734,83.199458,-0.471565,-1.170986,0.275848,2023,0.156,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2024,Female,PL,82.193379,82.680402,81.977401,83.505877,-0.487023,-1.326586,0.23963,2024,0.14,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020-2024,Female,PL,81.115321,82.307343,81.771698,82.884913,-1.192021,-1.760585,-0.649104,NA,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020,Total,PL,76.577774,78.105231,77.798026,78.399382,-1.527457,-1.826961,-1.217296,2020,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2021,Total,PL,75.530314,78.326098,77.8953,78.738213,-2.795784,-3.234271,-2.362497,2021,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2022,Total,PL,77.276286,78.552544,78.054991,79.075656,-1.276257,-1.792116,-0.769682,2022,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2023,Total,PL,78.352945,78.73352,78.115708,79.371269,-0.380575,-1.012162,0.231423,2023,0.144,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2024,Total,PL,78.467904,78.934793,78.294749,79.605154,-0.466889,-1.133372,0.162418,2024,0.124,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020-2024,Total,PL,77.213036,78.531591,78.076882,78.993039,-1.318555,-1.780541,-0.864791,NA,0,POL,PL,POL,POL,iso_week_date,POL,616,Poland,Poland,Polen,POL,0,Poland,n,Europe,B Second wave peak,B Second wave peak Poland
2020,Male,PT,78.347557,79.275125,78.897054,79.603432,-0.927568,-1.270136,-0.526562,2020,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2021,Male,PT,78.483811,79.524709,79.000456,80.090731,-1.040898,-1.628977,-0.479116,2021,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2022,Male,PT,78.773394,79.769705,79.128746,80.386879,-0.996311,-1.578676,-0.370776,2022,0.004,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
